title	filename	filepath	description	is_display_image	is_landing_image	filetype
Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14" HD Corning Gorilla Glass Touch Display | 4GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P9G7	71k1LmLaj4L3154968.098371744	sellit-media/71k1LmLaj4L3154968.098371744	null	t	f	image
Acer Nitro 17 Gaming Laptop | AMD Ryzen 7 7840HS Octa-Core CPU | NVIDIA GeForce RTX 4060 Laptop GPU | 17.3" QHD 165Hz IPS Display | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | AN17-41-R7G3, Black	81J9wwm9WxL5363100.440458462	sellit-media/81J9wwm9WxL5363100.440458462	null	t	f	image
SAMSUNG Galaxy Tab S8+ 12.4” 128GB WiFi 6E Android Tablet, Large AMOLED Screen, S Pen Included, Ultra Wide Camera, Long Lasting Battery, US Version, 2022, Graphite	71gx1HNTj1L6832728.355549926	sellit-media/71gx1HNTj1L6832728.355549926	null	t	f	image
MSI Katana 15 15.6" 144Hz FHD Gaming Laptop: 13th Gen Intel Core i7, RTX 4070, 16GB DDR5, 1TB NVMe SSD, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US	81K1NR+8WjL5544704.444787048	sellit-media/81K1NR+8WjL5544704.444787048	null	t	f	image
ASUS G614JI-AS94 ROG Strix G16 (2023) Gaming Laptop, 16â€ 16:10 FHD 165Hz, GeForce RTX 4070, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JI-AS94, Eclipse Gray	61e2XEOJLGL1232204.1838900754	sellit-media/61e2XEOJLGL1232204.1838900754	null	t	f	image
Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver	71FLsWWmE8L6757260.332550988	sellit-media/71FLsWWmE8L6757260.332550988	null	t	f	image
ASUS ZenBook Pro Duo 15 UX582 Laptop, 15.6” OLED 4K Touch Display, i7-12700H, 16GB, 1TB, GeForce RTX 3060, ScreenPad Plus, Windows 11 Home, Celestial Blue, UX582ZM-AS76T	71pvhTrmZDL4332867.1677899575	sellit-media/71pvhTrmZDL4332867.1677899575	null	t	f	image
Acer Aspire TC-1760-UA92 Desktop | 12th Gen Intel Core i5-12400 6-Core Processor | 12GB 3200MHz DDR4 | 512GB NVMe M.2 SSD | 8X DVD | Intel Wireless Wi-Fi 6 AX201 | Bluetooth 5.2 | Windows 11 Home	813Nab75aQL4421417.384169084	sellit-media/813Nab75aQL4421417.384169084	null	t	f	image
MSI Katana 15 15.6" 144Hz FHD Gaming Laptop: 13th Gen Intel Core i7, RTX 4070, 16GB DDR5, 1TB NVMe SSD, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US	71ZEPs9Y7CL4413057.703671539	sellit-media/71ZEPs9Y7CL4413057.703671539	null	t	f	image
Lenovo Tab M8 (4th Gen) - 2023 - Tablet - Long Battery Life - 8" HD - Front 2MP & Rear 5MP Camera - 2GB Memory - 32GB Storage - Android 12 (Go Edition) or Later	812VbscUxiL8549338.977762217	sellit-media/812VbscUxiL8549338.977762217	null	t	f	image
Acer Aspire 5 A515-56-347N Slim Laptop - 15.6" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode	61fb2UmHdxL6016346.188684883	sellit-media/61fb2UmHdxL6016346.188684883	null	t	f	image
ROG Strix G15 Gaming Desktop PC, Intel Core i7-12700F, GeForce RTX 3060 12GB, 16GB DDR4 RAM, 1TB PCIe 4.0 SSD, Windows 11 Home, G15CF-AB766	815cAIRfKjL8941560.936340904	sellit-media/815cAIRfKjL8941560.936340904	null	t	f	image
FESABOLE Tablet 2 in 1 Newest, 10.1 inch Android Tablet, 128GB Storage+1TB Expand, Octa-Core Android Tablet, 2.4G/5G WiFi, 8MP+13MP Camera, with Keyboard, Case, Stylus, 7000mAh Battery	81TtgFNJrGL969309.3494657945	sellit-media/81TtgFNJrGL969309.3494657945	null	t	f	image
Tablet 10.1 Inch Android 11 Tablets with 4G LTE Cellular, 4G RAM, 64GB ROM, 2 In 1, Octa-Core, Keyboard，Tablet Case, 13MP Camera, Bluetooth, WiFi, GPS, Dual Sim Card Slot, HD Touchscreen, (Black)	71vMoUckwLL6634771.852818042	sellit-media/71vMoUckwLL6634771.852818042	null	t	f	image
Skytech Azure Gaming PC Desktop – Intel Core i7 12700F 2.1 GHz, NVIDIA RTX 4070 Ti, 1TB NVME SSD, 16GB DDR4 RAM 3200, 750W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit	71iQ5Tk45WL1532131.3042574048	sellit-media/71iQ5Tk45WL1532131.3042574048	null	t	f	image
Tablet 10 Inch Android 11 2 in 1 Tablet with Keyboard 4GB RAM 64GB ROM 128GB Expansion, 13MP Camera, 5G WiFi, Bluetooth Mouse, Stylus, HD Display, 6000 mAh Battery, OTG, Google Certified (Black)	71jTFnk7XiL5499431.316023926	sellit-media/71jTFnk7XiL5499431.316023926	null	t	f	image
kinstone Android 11 Octa-core Tablet PC,10.3 Inch 4G LTE with SIM Card Slot,4G RAM/64G ROM,Metal Shell Material,Blue Ray Eye Protection Function,GPS,5MP/13 MP Dual Camera 5G Dual WiFi,7500mAH Battery	71+1lOl1Y1L3183241.951821896	sellit-media/71+1lOl1Y1L3183241.951821896	null	t	f	image
Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode	71g9X7W9K3L7102178.518951732	sellit-media/71g9X7W9K3L7102178.518951732	null	t	f	image
Android Tablet, 10.1 Inch Android 12 Tablet, 6GB RAM 64GB ROM, 1TB Expand, Android Tablet with 8000mAh Battery, Dual Camera, 5G WiFi, Bluetooth, FHD IPS Touch Screen, GPS, Google GMS Certified	81zcUyiNcUL423333.19491460355	sellit-media/81zcUyiNcUL423333.19491460355	null	t	f	image
2023 Newest Android 11.0 Tablet, 2 in 1 Tablet 10.1 Inch, 4G Cellular Tablet with Keyboard, 64GB ROM + 4GB RAM, Octa-Core Processor, 2 Sim Slot, 13MP Camera, GPS/ WIFI/ Bluetooth/ Mouse/ Stylus(Black)	71JqyTBiXrL5634715.3961250605	sellit-media/71JqyTBiXrL5634715.3961250605	null	t	f	image
Acer Aspire 3 Spin 14 Convertible Laptop | 14" 1920 x 1200 IPS Touch Display | Intel Core i3-N305 | Intel UHD Graphics | 8GB LPDDR5 | 128GB SSD | Wi-Fi 6 | Windows 11 Home in S mode | A3SP14-31PT-37NV	81sq-a+suJL8347050.45492576	thsellit-media181sq-a+suJL8347050.45492576	thll	t	f	image
Tablet 10 Inch Android 11 Tablets, 2 in 1 Tablet PC with 4+64/128GB Storage Octa-Core, Dual Sim Card Slots Support 4G Cellular Tablet with Keyboard,13MP Camera, 6000mAh Battery, GPS, Bluetooth, WiFi	415G0bg-hiL1545156.1381414768	sellit-media/415G0bg-hiL1545156.1381414768	null	t	f	image
ASUS G614JV-AS73 ROG Strix G16 (2023) Gaming Laptop, 16â€ 16:10 FHD 165Hz, GeForce RTX 4060, Intel Core i7-13650HX, 16GB DDR5, 512GB PCIe SSD, Wi-Fi 6E, Windows 11, G614JV-AS73, Eclipse Gray	71CR6drcruL6720125.171580651	sellit-media/71CR6drcruL6720125.171580651	null	t	f	image
Apple iPad (10.2-Inch, Wi-Fi, 32GB) - Space Gray (Renewed)	71iQ5Tk45WL31083.13535833851	sellit-media/71iQ5Tk45WL31083.13535833851	null	t	f	image
SAMSUNG Galaxy Tab A8 10.5” 128GB Android Tablet, LCD Screen, Kids Content, Smart Switch, Long Lasting Battery, US Version, 2022, Silver, Amazon Exclusive	71eMQCrUH9L9417438.574751336	sellit-media/71eMQCrUH9L9417438.574751336	null	t	f	image
Lenovo IdeaPad Gaming 3 - (2022) - Essential Gaming Laptop Computer - 15.6" FHD - 120Hz - AMD Ryzen 5 6600H - NVIDIA GeForce RTX 3050 - 8GB DDR5 RAM - 256GB NVMe Storage - Windows 11 Home	71mMMV4oCyL6433921.54227606	thsellit-media171mMMV4oCyL6433921.54227606	thll	t	f	image
MSI Thin GF63 15.6" 144Hz Gaming Laptop: 12th Gen Intel Core i7, NVIDIA GeForce RTX 4050, 16GB DDR4, 512GB NVMe SSD, Type-C, Cooler Boost 5, Win11 Home: Black 12VE-066US	819hAP4xoGS5415345.907721694	sellit-media/819hAP4xoGS5415345.907721694	null	t	f	image
kinstone 2023 New Android 12 Tablet PC F10 Pro 10.1 Inch Tablets with 8GB+256GB,Media Tek 8183 Octa-Core 2.0GHz,6000mAh,1920 * 1200 FHD IPS Display, 13MP + 5MP Daul Camera,5G Wi-Fi,GPS, BT 5.0,1TB TF	71tXLOE7wIL9708737.717713842	sellit-media/71tXLOE7wIL9708737.717713842	null	t	f	image
Lenovo IdeaPad 3 – (2023) - Everyday Notebook - Windows 11-14" Full HD – 8GB Memory – 128GB Storage - Intel Core i3-1115G - Platinum Grey	91pjZAMbEUS3214902.254529677	sellit-media/91pjZAMbEUS3214902.254529677	null	t	f	image
SAMSUNG Galaxy Tab S6 Lite 10.4" 64GB Android Tablet, S Pen Included, Slim Metal Design, AKG Dual Speakers, Long Lasting Battery, US Version, 2020, Angora Blue	71ctRE34RuL8607210.424435357	sellit-media/71ctRE34RuL8607210.424435357	null	t	f	image
ASUS VivoBook 14 Slim Laptop Computer, 14" IPS FHD Display, Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB PCIe SSD, Fingerprint Reader, Windows 11 Home in S Mode, Slate Grey, F415EA-AS31	6142LSpf6xL2103495.8372590416	sellit-media/6142LSpf6xL2103495.8372590416	null	t	f	image
Tablet 10 Inch Android 11 Tablets, 2 in 1 Tablet PC with 4+64/128GB Storage Octa-Core, Dual Sim Card Slots Support 4G Cellular Tablet with Keyboard,13MP Camera, 6000mAh Battery, GPS, Bluetooth, WiFi	814KnXVtcsL135196.91583079085	sellit-media/814KnXVtcsL135196.91583079085	null	t	f	image
Tablet 2 in 1 Android 11 Tablets with Keyboard 10 inch Tabletas Include Mouse Stylus Tempered Film 6000mAh Tablet 2GB RAM 32GB ROM 512GB Expandable Tableta, 8MP Dual Camera, WiFi BT Google Tablet PC.	71v0BQo8T8L638151.2015071422	sellit-media/71v0BQo8T8L638151.2015071422	null	t	f	image
2023 Newest Tablet 2 in 1 4GB+64GB 10 inch Tablet with Keyboard And Case Mouse Stylus Film Game Tablet Android 11.0 Tablets PC, Tableta Computer 10.1 IPS Screen 8MP Dual Camera WiFi BT Google Play Tab	71k1LmLaj4L3522969.7384144366	sellit-media/71k1LmLaj4L3522969.7384144366	null	t	f	image
Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue	81J9wwm9WxL3134283.7121051727	sellit-media/81J9wwm9WxL3134283.7121051727	null	t	f	image
SAMSUNG Galaxy Tab A7 Lite 8.7" 32GB WiFi Android Tablet, Compact, Slim Design, Kid Friendly, Sturdy Metal Frame, Long Lasting Battery, US Version, 2021, Gray	71gx1HNTj1L1545096.0964521165	sellit-media/71gx1HNTj1L1545096.0964521165	null	t	f	image
HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)	81K1NR+8WjL3873770.1351081124	sellit-media/81K1NR+8WjL3873770.1351081124	null	t	f	image
SAMSUNG Galaxy Tab S7 FE 12.4” 256GB WiFi Android Tablet, Large Screen, S Pen Included, Multi Device Connectivity, Long Lasting Battery, US Version, 2021, Mystic Black	61e2XEOJLGL9575090.157826606	sellit-media/61e2XEOJLGL9575090.157826606	null	t	f	image
Acer Nitro 5 AN515-58-525P Gaming Laptop | Intel Core i5-12500H | NVIDIA GeForce RTX 3050 Laptop GPU | 15.6" FHD 144Hz IPS Display | 8GB DDR4 | 512GB PCIe Gen 4 SSD | Killer Wi-Fi 6 | Backlit Keyboard	71FLsWWmE8L8713503.448019007	sellit-media/71FLsWWmE8L8713503.448019007	null	t	f	image
Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14" HD Corning Gorilla Glass Touch Display | 4GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P9G7	71pvhTrmZDL9471584.277698455	sellit-media/71pvhTrmZDL9471584.277698455	null	t	f	image
SAMSUNG Galaxy Tab S8+ 12.4” 128GB WiFi 6E Android Tablet, Large AMOLED Screen, S Pen Included, Ultra Wide Camera, Long Lasting Battery, US Version, 2022, Graphite	813Nab75aQL6202258.448327662	sellit-media/813Nab75aQL6202258.448327662	null	t	f	image
ASUS G614JI-AS94 ROG Strix G16 (2023) Gaming Laptop, 16â€ 16:10 FHD 165Hz, GeForce RTX 4070, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JI-AS94, Eclipse Gray	71mMMV4oCyL4494492.478185077	sellit-media/71mMMV4oCyL4494492.478185077	null	t	f	image
Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver	61HTK2fsTFL9586720.107890572	sellit-media/61HTK2fsTFL9586720.107890572	null	t	f	image
ASUS ZenBook Pro Duo 15 UX582 Laptop, 15.6” OLED 4K Touch Display, i7-12700H, 16GB, 1TB, GeForce RTX 3060, ScreenPad Plus, Windows 11 Home, Celestial Blue, UX582ZM-AS76T	61TvWKCQy1L7344701.808332088	sellit-media/61TvWKCQy1L7344701.808332088	null	t	f	image
Lenovo Tab M8 (4th Gen) - 2023 - Tablet - Long Battery Life - 8" HD - Front 2MP & Rear 5MP Camera - 2GB Memory - 32GB Storage - Android 12 (Go Edition) or Later	815cAIRfKjL3677588.8132515	thsellit-media1815cAIRfKjL3677588.8132515	thll	t	f	image
CyberpowerPC Gamer Xtreme VR Gaming PC, Intel Core i7-12700F 2.1GHz, GeForce RTX 3060 12GB, 16GB DDR4, 1TB NVMe SSD, WiFi & Win 11 Home (GXiVR8040A12), Black	713RkW3M4IL1157103.7497482828	sellit-media/713RkW3M4IL1157103.7497482828	null	t	f	image
Acer Aspire 5 A515-56-347N Slim Laptop - 15.6" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode	71Sp6M--UpL5062473.192676085	sellit-media/71Sp6M--UpL5062473.192676085	null	t	f	image
ROG Strix G15 Gaming Desktop PC, Intel Core i7-12700F, GeForce RTX 3060 12GB, 16GB DDR4 RAM, 1TB PCIe 4.0 SSD, Windows 11 Home, G15CF-AB766	61wgnuIJDEL2802846.982335445	sellit-media/61wgnuIJDEL2802846.982335445	null	t	f	image
2023 Newest Tablet 2 in 1 4GB+64GB 10 inch Tablet with Keyboard And Case Mouse Stylus Film Game Tablet Android 11.0 Tablets PC, Tableta Computer 10.1 IPS Screen 8MP Dual Camera WiFi BT Google Play Tab	711+0tgn+6L9520142.831212409	sellit-media/711+0tgn+6L9520142.831212409	null	t	f	image
ZAOFEPU 11.6” Windows Laptop, 6+128GB Windows 10 Home Tablet PC, 2 in 1 Laptop with Touchscreen, 1920x1080 FHD Large Screen Tablet Computer Comes with a Bracket and Keyboard, Powerful 5000mAh-Black	91CnBmI3G8L8360697.89697353	thsellit-media191CnBmI3G8L8360697.89697353	thll	t	f	image
ZAOFEPU 10 Inch Tablet Windows 10 Home W101, 4G&WiFi&Bluetooth Tablets PC RAM 4GB+ ROM 64GB, Pixel 800 x1280, 2MP+5MP Dual Camera, 6000mAh Large Capacity Battery Black Tablet Computer	81XtkiVBYxL5881545.356347499	sellit-media/81XtkiVBYxL5881545.356347499	null	t	f	image
kinstone Android 11 Octa-core Tablet PC,10.3 Inch 4G LTE with SIM Card Slot,4G RAM/64G ROM,Metal Shell Material,Blue Ray Eye Protection Function,GPS,5MP/13 MP Dual Camera 5G Dual WiFi,7500mAH Battery	71Q9lRFU4VL9620590.127627086	sellit-media/71Q9lRFU4VL9620590.127627086	null	t	f	image
kinstone 🅺🅸🅽🆂🆃🅽🅴 Tablet 10 Inch Android Tablets,8GB RAM DDR4 256GB ROM 1TB Expand,Gray,6000mah Battery,Octa-Core 2.0Ghz,MTK 8183,WiFi 10.1''IPS HD Touch Screen BT 5.0 Android 12.	51pwqs5xEcL1371459.094982972	sellit-media/51pwqs5xEcL1371459.094982972	null	t	f	image
kinstone 10 Inch Android 12 Gaming Tablet -FHD Display, 8GB RAM Tablet,256GB,4G LTE Tablets, 1920x1200 FHD IPS, 13MP Camera, 2.4G+5G WiFi，8000mAh Battery for Maximum Productivity and Gaming Fun	71AGOX9MORL2260648.8849678286	sellit-media/71AGOX9MORL2260648.8849678286	null	t	f	image
Lenovo IdeaPad, 20GB RAM, 1TB SSD, AMD Dual-core Processor, 15.6 Inch HD Anti-Glare Display, Long Battery Life Up to 9.5Hr, HDMI, SD Card Reader, Windows 11, 1 Year Microsoft 365	61pskHRSN2L1835137.8313609378	sellit-media/61pskHRSN2L1835137.8313609378	null	t	f	image
Acer Nitro 17 Gaming Laptop | AMD Ryzen 7 7840HS Octa-Core CPU | NVIDIA GeForce RTX 4060 Laptop GPU | 17.3" QHD 165Hz IPS Display | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | AN17-41-R7G3, Black	71CKGX0iXPS7507008.760732761	sellit-media/71CKGX0iXPS7507008.760732761	null	t	f	image
Lenovo IdeaPad Gaming 3 - (2022) - Essential Gaming Laptop Computer - 15.6" FHD - 120Hz - AMD Ryzen 5 6600H - NVIDIA GeForce RTX 3050 - 8GB DDR5 RAM - 256GB NVMe Storage - Windows 11 Home	51dBcW+NXPL2680179.7880311096	sellit-media/51dBcW+NXPL2680179.7880311096	null	t	f	image
Skytech Azure Gaming PC Desktop – Intel Core i7 12700F 2.1 GHz, NVIDIA RTX 4070 Ti, 1TB NVME SSD, 16GB DDR4 RAM 3200, 750W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit	71TOJXChXtL6697190.966011159	sellit-media/71TOJXChXtL6697190.966011159	null	t	f	image
Acer Aspire 3 Spin 14 Convertible Laptop | 14" 1920 x 1200 IPS Touch Display | Intel Core i3-N305 | Intel UHD Graphics | 8GB LPDDR5 | 128GB SSD | Wi-Fi 6 | Windows 11 Home in S mode | A3SP14-31PT-37NV	713WJz2wXLL7938914.606771908	sellit-media/713WJz2wXLL7938914.606771908	null	t	f	image
Acer Swift 3 SF314-43-R6NE Laptop | 14" Full HD IPS | AMD Ryzen 7 5700U Octa-Core Processor | AMD Radeon Graphics | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Fingerprint Reader | Backlit KB | Windows 11	71uu-S9fsCL9427456.045597045	sellit-media/71uu-S9fsCL9427456.045597045	null	t	f	image
Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue	61TvWKCQy1L2725248.137195118	sellit-media/61TvWKCQy1L2725248.137195118	null	t	f	image
ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73	61HTK2fsTFL7275063.136930817	sellit-media/61HTK2fsTFL7275063.136930817	null	t	f	image
Dell Optiplex 9020 Small Form Factor Desktop with Intel Core i7-4770 Upto 3.9GHz, HD Graphics 4600 4K Support, 32GB RAM, 1TB SSD, DisplayPort, HDMI, Wi-Fi, Bluetooth - Windows 10 Pro (Renewed)	61m8rRc8RfL3073473.7244793563	sellit-media/61m8rRc8RfL3073473.7244793563	null	t	f	image
SAMSUNG Galaxy Tab S7+ Plus 12.4” 128GB Android Tablet w/ S Pen Included, Edge-to-Edge Display, Expandable Storage, Fast Charging USB-C Port, ‎SM-T970NZKAXAR, Mystic Black	41jLIFi2GXS9916751.65073637	thsellit-media141jLIFi2GXS9916751.65073637	thll	t	f	image
Apple iPad 9.7inch with WiFi 32GB- Space Gray (2017 Model) (Renewed)	71TOJXChXtL884561.0781973879	sellit-media/71TOJXChXtL884561.0781973879	null	t	f	image
Lenovo Tab M10 Plus 3rd Gen Tablet - 10" FHD - Android 12-32GB Storage - Long Battery Life, Gray	71Qp4khq-1L7181143.044281812	sellit-media/71Qp4khq-1L7181143.044281812	null	t	f	image
ASUS Vivobook Go 15 L510 Thin & Light Laptop Computer, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 11 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-AS02	81F1YLvNwEL3101740.4117513793	sellit-media/81F1YLvNwEL3101740.4117513793	null	t	f	image
kinstone 2023 New Android 12 Tablet PC F10 Pro 10.1 Inch Tablets with 8GB+256GB,Media Tek 8183 Octa-Core 2.0GHz,6000mAh,1920 * 1200 FHD IPS Display, 13MP + 5MP Daul Camera,5G Wi-Fi,GPS, BT 5.0,1TB TF	71FpoBA7ZcL2215790.537227267	sellit-media/71FpoBA7ZcL2215790.537227267	null	t	f	image
ZAOFEPU 10 Inch Tablet Windows 10 Home W101, 4G&WiFi&Bluetooth Tablets PC RAM 4GB+ ROM 64GB, Pixel 800 x1280, 2MP+5MP Dual Camera, 6000mAh Large Capacity Battery Black Tablet Computer	817tGjvKfWL3492681.751702722	sellit-media/817tGjvKfWL3492681.751702722	null	t	f	image
ZAOFEPU 11.6” Windows Laptop, 6+128GB Windows 10 Home Tablet PC, 2 in 1 Laptop with Touchscreen, 1920x1080 FHD Large Screen Tablet Computer Comes with a Bracket and Keyboard, Powerful 5000mAh-Black	91NkPe-lM3L7822941.782044981	sellit-media/91NkPe-lM3L7822941.782044981	null	t	f	image
Acer 2022 Chromebook 315 15.6" Full HD 1080p IPS Touchscreen Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 RAM, 64GB eMMC, Webcam, WiFi, 12 Hrs Battery Life, Chrome OS, Silver	81jIGNqTjmL5643839.770925043	sellit-media/81jIGNqTjmL5643839.770925043	null	t	f	image
Lenovo Tab M10 Plus (3rd Gen) - 2022 - Long Battery Life - 10" FHD - Front & Rear 8MP Camera - 4GB Memory - 64GB Storage - Android 12 or Later, Gray	71+LIOKehyL5816437.425149772	sellit-media/71+LIOKehyL5816437.425149772	null	t	f	image
SGIN Laptop 15.6 Inch 4GB DDR4 128GB SSD, Windows 11 Laptop with Intel Celeron, up to 2.8GHz, Mini HDMI, 2.4/5.0G WiFi, 2 x USB 3.0, Expandable Storage 512GB TF(Sliver)	51iazuN-+TL8508790.926738953	sellit-media/51iazuN-+TL8508790.926738953	null	t	f	image
Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5	71Mt4JAZQtL283181.7510796042	sellit-media/71Mt4JAZQtL283181.7510796042	null	t	f	image
iBuyPower Pro Y60 Gaming PC Computer Desktop Y60BI9N4701 (Intel i9-13900KF 3.0 GHz, Nvidia GeForce RTX 4070 12GB, 32 GB 5200 MHz DDR5 RAM, 1TB NVMe SSD, WiFi Ready, Windows 11 Home)	71ZEPs9Y7CL7818387.084064633	sellit-media/71ZEPs9Y7CL7818387.084064633	null	t	f	image
kinstone Android 12 Tablets-10.1Inch Gaming Tablet with 4G LTE/5G WiFi-Upgrade Unsico T616 Chip-Octa-Core 2.0GHz-8000mAh Battery Capacity-8+126GB-Dual Camera 5+13MP(Sliver)	71L6HDQ211L578246.6608835412	sellit-media/71L6HDQ211L578246.6608835412	null	t	f	image
kinstone Android 11 Octa-core Tablet PC,10.3 Inch 4G LTE with SIM Card Slot,4G RAM/64G ROM,Metal Shell Material,Blue Ray Eye Protection Function,GPS,5MP/13 MP Dual Camera 5G Dual WiFi,7500mAH Battery	71b5rSpaQyL2337228.9349983144	sellit-media/71b5rSpaQyL2337228.9349983144	null	t	f	image
HP All-in-One Bundle PC, 23.8" FHD Micro-Edge Touchscreen Display, AMD Ryzen 5 processor, AMD Radeon Graphics, 12 GB RAM, 512 GB SSD, Windows 11 Home OS, Wi-Fi (24-cb1142, 2022)	815cAIRfKjL5148435.136996561	sellit-media/815cAIRfKjL5148435.136996561	null	t	f	image
Skytech Blaze 3.0 Gaming PC Desktop – Intel Core i5 12400F 2.5 GHz, NVIDIA RTX 3060, 500GB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit	713RkW3M4IL5444549.01068895	thsellit-media1713RkW3M4IL5444549.01068895	thll	t	f	image
ASUS CX1500CNA-AS84F Chromebook CX1, 15.6" Full HD NanoEdge Display, Intel Celeron N3350 Processor, 64GB eMMC Storage, 8GB RAM, Chrome OS, Transparent Silver, CX1500CNA-AS84F	71uu-S9fsCL1381364.3928218444	sellit-media/71uu-S9fsCL1381364.3928218444	null	t	f	image
ASUS 2023 Vivobook 14 Laptop, 14” FHD (1920 x 1080) Display, Intel Core i5-1235U CPU, Intel Iris Xᵉ Graphics, 8GB RAM, 256GB SSD, Windows 11 Home, Quiet Blue, F1404ZA-AS51	71jTFnk7XiL4026719.4176461585	sellit-media/71jTFnk7XiL4026719.4176461585	null	t	f	image
Microsoft Surface Pro 9 (2022), 13" 2-in-1 Tablet & Laptop, Thin & Lightweight, Intel 12th Gen i7 Fast Processor for Multi-Tasking, 32GB Ram, 1TB Storage with Windows 11, Platinum	71+1lOl1Y1L8094101.379206511	sellit-media/71+1lOl1Y1L8094101.379206511	null	t	f	image
Tablet 10.1 inch Android 11 Tablet 2023 Latest Update Octa-Core Processor with 64GB Storage, Dual 13MP+5MP Camera, WiFi, Bluetooth, GPS, 128GB Expand Support, IPS Full HD Display (Black)	71g9X7W9K3L242808.53499568434	sellit-media/71g9X7W9K3L242808.53499568434	null	t	f	image
FESABOLE Tablet 2 in 1 Newest, 10.1 inch Android Tablet, 128GB Storage+1TB Expand, Octa-Core Android Tablet, 2.4G/5G WiFi, 8MP+13MP Camera, with Keyboard, Case, Stylus, 7000mAh Battery	81zcUyiNcUL4761823.52111342	thsellit-media181zcUyiNcUL4761823.52111342	thll	t	f	image
Headwolf Android Tablet with Keyboard, 2 in 1 10 Inch Tablet 12GB+128GB+512GB Expand Octa Core Android 12 Tablet with Case Mouse Stylus, 7700mAh Battery, 16MP Camera, WiFi, Bluetooth 5.0, GPS (Gray)	71JqyTBiXrL5838488.6424518805	sellit-media/71JqyTBiXrL5838488.6424518805	null	t	f	image
kinstone 🅺🅸🅽🆂🆃🅽🅴 Tablet 10 Inch Android Tablets,8GB RAM DDR4 256GB ROM 1TB Expand,Gray,6000mah Battery,Octa-Core 2.0Ghz,MTK 8183,WiFi 10.1''IPS HD Touch Screen BT 5.0 Android 12.	81sq-a+suJL370735.71106461587	sellit-media/81sq-a+suJL370735.71106461587	null	t	f	image
